!************************** #file "WAG75.DAT" ***************************!
!************************************************************************!
!* Wageningen weather 1975                                              *!
!*                                                                      *!
!* Longitude (east), Latitude (north), Altitude (m) of weather station  *!
!*                                                                      *!
!* column  Daily weather                                                *!
!* 1       Year                                                         *!
!* 2       Day                                                          *!
!* 3       Minimum temperature                      (øC.)               *!
!* 4       Maximum temperature                      (øC.)               *!
!* 5       Daily total global radiation             (MJ/m2/day)         *!
!* 6       Rainfall                                 (mm)                *!
!* 7       Vapour pressure at 9.00 h in the morning (mbar)              *!
!* 8       Windspeed  (daily average)               (m/s)               *!
!************************************************************************!
 5, 52, 0
75 154   5.1  10.1 12.00  10.2  7.5  4.3
75 155   2.6  12.9 16.29   6.5  5.3  3.1
75 156   2.3  17.6 21.67   0.0  4.3  1.7
75 157  12.4  22.9 24.95   0.0  7.9  1.5
75 158   9.1  22.8 27.37   0.0  5.3  2.5
75 159   7.6  22.6 28.08   0.0  5.2  2.3
75 160   7.4  22.6 22.38   0.0  6.0  2.6
75 161   9.7  25.1 20.48   0.0  8.4  2.4
75 162  13.0  24.9 28.31   1.6  7.0  2.8
75 163   9.3  27.6 24.79   0.0  6.3  1.9
75 164   7.4  24.7 23.43   0.0  6.3  1.8
75 165  12.9  21.1 16.93   0.0 10.9  2.0
75 166  12.4  14.8  5.14   3.2 13.1  1.3
75 167   8.5  17.3 23.54   5.8  7.9  2.9
75 168   8.5  17.0 12.71   1.3  9.3  1.6
75 169  11.0  18.8 15.15  12.6 10.2  1.6
75 170   7.4  22.3 25.57   0.0  7.0  1.2
75 171  10.2  23.1 22.10   0.0  9.2  2.0
75 172  11.5  24.4 16.34   0.0  9.5  2.5
75 173  15.0  21.4  9.81   1.0 14.9  2.5
75 174  15.0  26.6 18.73   3.8 14.3  1.7
75 175  12.6  24.1 18.05  38.0 12.1  2.6
75 176   8.5  17.4 21.69   0.0  7.7  2.1
75 177   5.7  21.6 28.48   0.0  6.6  1.6
75 178  11.5  16.0 12.27   0.0  8.6  2.4
75 179   9.4  15.0 14.83   0.0  7.5  2.3
75 180   9.7  16.5 21.22   0.6  8.9  2.3
75 181   7.1  18.6 19.50   0.1  7.6  2.1
75 182   5.6  19.6 28.12   1.7  6.7  2.3
75 183   7.7  22.3 19.46   0.0  7.0  1.6
75 184  15.0  20.0  8.43   0.0 10.9  2.1
75 185  12.5  20.9 10.62   8.0 10.0  3.0
75 186   9.5  20.6 26.41   0.0  9.5  2.5
75 187  12.0  25.5 23.60   0.0  9.1  1.9
75 188  10.3  27.3 26.27   0.0  7.6  2.2
75 189  15.3  30.4 20.33   0.0 11.8  1.8
75 190  13.2  23.5 17.55  15.7 12.0  1.7
75 191  11.3  23.1 16.70   0.1 10.7  1.0
75 192  14.1  24.9 17.01  10.5 12.9  1.4
75 193  13.7  22.0 15.33   0.1 12.4  2.6
75 194  15.6  23.0 12.76   0.0 13.8  2.3
75 195  14.4  30.0 22.70   0.0 11.3  3.8
75 196  14.8  20.6 11.83   0.1 11.8  4.1
75 197  13.7  21.4 16.91   0.2 11.3  4.5
75 198  12.9  22.7 12.81   0.0 12.2  1.4
75 199  13.7  21.4 11.56   1.5 14.0  1.0
75 200  10.7  21.9 12.44  20.5 11.2  1.6
75 201  12.3  21.2  8.17  16.7 12.9  1.9
75 202  11.5  22.0 15.27   7.5 10.7  1.9
75 203  11.4  19.6 15.03   0.0  9.8  3.2
75 204  15.3  21.7 16.58   0.0 12.4  3.7
75 205  10.7  17.6 16.94   1.2  9.6  4.2
75 206  10.3  18.1 16.53   8.6  9.6  3.2
75 207   8.5  19.1 11.89   0.0  8.9  0.9
75 208   9.9  22.1 14.81   0.0 10.0  0.9
75 209  11.5  23.1 20.79   0.0 10.7  1.1
75 210   8.9  25.8 24.40   0.0  8.7  0.6
75 211  10.1  28.8 22.59   0.0  8.9  0.7
75 212  13.2  27.6 21.37   0.0 10.8  1.7
75 213  13.8  26.5 22.46   6.9 11.4  1.8
75 214  11.0  26.0 25.08   0.0  8.1  1.2
75 215  12.4  28.7 24.58   0.0  9.1  2.0
75 216  15.2  30.9 23.88   0.0  9.5  2.1
75 217  19.6  31.2 22.02   0.0 10.3  3.2
75 218  17.4  31.2 22.19   0.0 10.0  1.9
75 219  15.9  31.6 21.09   0.0  8.7  1.8
75 220  22.1  31.6 21.04   0.0 12.3  3.0
75 221  17.3  31.6 20.19   0.0 12.3  3.1
75 222  14.0  30.0 21.26   3.8 12.2  1.9
75 223  14.9  24.6 15.60   0.0 13.6  2.0
75 224  15.8  29.0 18.26   5.8 14.0  1.7
75 225  14.3  28.5 17.33   0.0 10.9  1.6
75 226  18.6  27.8 19.83   0.0  8.8  2.5
75 227  15.7  24.5 11.22   0.0 13.7  3.2
75 228  15.2  19.2  5.14   3.0 15.0  3.4
75 229   9.9  19.6 13.85  13.0 10.2  2.6
75 230   9.0  20.6 16.30   0.0  8.4  2.0
75 231   9.0  23.2 16.93   0.0  8.7  2.1
75 232  15.6  24.4 15.43   0.7 14.4  2.9
75 233  15.5  25.0 10.84   0.0 15.7  1.6
75 234  10.6  19.6 12.10  19.1 10.1  1.8
75 235   9.8  19.0 12.30   0.3  9.9  1.2
75 236   9.1  19.1 12.54   0.1  9.7  1.6
75 237   9.4  20.3 16.98   0.4  9.4  1.8
75 238   8.0  21.6 17.83   0.1  8.1  1.4
75 239   5.7  23.3 20.69   0.0  6.3  1.4
75 240  10.0  25.6 19.84   0.0  7.4  2.0
75 241  11.4  25.9 18.36   0.0  9.0  1.5
75 242  10.0  26.1 16.01   0.0  8.6  0.8
75 243  14.0  25.2 12.15   0.0 13.0  1.7
75 244  16.2  22.8  9.23   0.0 15.5  1.9
75 245  13.6  26.1 14.67   0.2 12.8  0.7
75 246  10.9  21.6  5.03   0.0 11.2  1.6
75 247   7.3  20.6 15.61   0.0  6.9  0.7
75 248   8.0  20.1 10.36   3.8  8.1  0.5
75 249   7.1  20.5 15.63   0.1  7.8  1.2
75 250   5.7  20.1 12.28   0.0  7.4  0.9
75 251   3.3  22.1 17.61   0.7  5.9  1.0
75 252  11.6  23.5 11.08   0.0  9.4  2.8
75 253  12.6  19.6 12.38   8.2 12.0  2.9
75 254  11.9  19.6  9.72   0.2 11.8  2.0
75 255  10.4  17.6  9.67   3.6  9.8  3.7
75 256  10.0  16.3 13.38   9.3  9.1  4.2
75 257  10.6  16.0  5.19  11.5 10.4  2.3
75 258  10.3  17.9 14.18   4.6  9.9  1.1
75 259   9.6  21.5 14.83   0.0  9.1  2.0
75 260  11.4  18.9  7.04   0.0 10.8  2.0
75 261  11.0  20.0 11.52   0.6 10.2  2.8
75 262   8.9  20.8 12.98   0.0  9.5  0.8
75 263  10.2  21.0 11.41   0.0 10.2  1.8
75 264   5.3  18.8 14.24   3.7  6.9  1.8
75 265   3.6  19.0 14.64   0.0  6.3  0.8
75 266   7.4  20.7 12.21   0.0  8.2  2.5
75 267  14.6  19.2 11.20   0.8 13.3  2.8
75 268  14.1  18.2  4.61   0.0 13.0  5.6
75 269   8.8  16.0 11.27  15.8  8.6  4.4
75 270   8.1  22.6  6.37   7.5  8.4  5.6
75 271  12.0  17.6 12.75   1.3  8.7  3.5
75 272  12.5  22.6  8.32   0.3 12.3  2.7
75 273  13.6  25.6  9.22   0.3 11.5  3.1
75 274   8.7  16.8 12.16   1.9  8.8  2.7
75 275   7.7  18.0 12.22   0.0  8.4  2.8
75 276   7.7  16.6  1.58   0.4  8.7  4.6
75 277   7.0  14.8  8.89   0.2  7.9  3.3
75 278  10.2  15.3  3.14   1.0 11.0  2.8
75 279   8.6  17.0  6.95   0.0  9.7  2.7
75 280   8.2  14.5  7.79   0.1  7.8  2.6
75 281   5.5  13.2  8.50   0.0  6.9  1.4
75 282   0.3  12.0  5.92   0.1  5.4  1.2
75 283  -1.8  11.4 10.86   0.8  4.2  1.2
75 284   1.5   9.6  7.79   3.8  5.5  2.5
75 285   0.7   9.3 11.69   0.0  4.7  3.1
75 286   0.3   5.6  4.33   3.5  5.7  1.6
75 287   2.6   9.3  6.52   0.2  6.3  2.1
75 288   6.5  14.1  5.98   0.0  8.2  2.1
75 289   6.6  15.2  6.92   0.0  8.4  1.7
75 290   3.9  15.0  8.32   1.7  6.7  1.8
75 291   8.5  10.1  2.67   0.0  8.8  2.9
75 292   7.0  11.9  3.07   0.0  8.4  2.2
75 293   6.7  10.7  7.71   0.0  8.0  2.6
75 294   7.1   9.3  2.68   0.0  9.3  1.4
75 295   6.0  11.6  7.56   0.5  8.5  1.5
75 296   5.8  12.4  6.58   0.0  7.9  2.8
75 297   3.9  14.7  7.76   0.0  6.8  1.5
75 298   1.2   7.0  1.93   0.0  6.5  1.3
75 299   3.9   6.1  2.44   0.1  7.8  1.2
75 300   3.8   6.0  0.98   0.1  7.5  1.2
75 301   3.2   4.5  1.11   0.0  7.0  1.2
75 302   0.3  10.5  5.66   0.0  5.6  1.2
75 303   3.5  15.8  6.50   0.0  6.4  1.4
75 304   6.2  16.0  6.59   0.1  7.5  2.3
75 305   7.9  13.9  3.49   4.0  9.7  1.3
75 306   6.4  11.9  2.55   2.0  8.9  1.4
75 307   3.5   9.9  2.80   0.2  7.0  2.5
75 308   0.6   9.7  5.68   1.4  6.1  1.1
75 309   4.0   6.8  2.31   0.2  7.8  1.6
75 310   4.7  10.1  2.61   0.0  7.7  1.5
75 311   2.6   9.3  1.34   3.8  7.0  1.2
75 312   5.8   8.2  4.64   2.2  7.7  3.4
75 313   3.3   7.7  5.01   0.0  6.0  3.3
75 314   1.6   5.6  2.80   0.0  5.9  1.3
75 315  -4.2   7.3  4.03   0.0  4.3  0.5
75 316  -2.3   5.0  4.99   0.0  4.3  2.3
75 317   0.5   3.7  0.84   0.0  5.8  2.1
75 318   0.8   5.6  1.70   0.0  6.0  1.6
75 319  -2.2   7.8  2.17   0.0  5.0  3.1
75 320   7.3  10.7  1.40  16.5  9.8  2.5
75 321   7.7  10.3  1.25   4.9  9.9  1.4
75 322   1.4   8.3  1.43   1.9  5.9  2.2
75 323   2.4  11.6  0.52   0.0  6.6  3.9
75 324   2.1  11.5  2.49   9.6  5.3  4.6
75 325  -0.4   7.3  3.43   0.3  4.9  2.4
75 326  -1.0   8.0  3.18   4.0  4.5  1.7
75 327  -1.8   4.0  4.83   0.0  4.0  2.6
75 328  -3.4   1.9  4.51   0.0  3.1  2.4
75 329  -3.5   3.4  3.21   0.0  3.7  2.9
75 330   2.6   7.0  0.70   7.2  7.1  3.2
75 331   1.9   7.0  3.19   5.2  6.2  5.0
75 332   4.0  12.4  2.74   5.5  7.2  4.6
75 333   3.7   6.0  2.04  16.9  7.4  2.7
75 334   2.5   5.7  2.27   0.3  7.0  0.7
75 335   2.2   5.8  2.04   0.0  6.2  4.5
75 336   5.0   9.5  1.74   9.2  7.6  5.3
75 337   1.1   8.6  3.69   0.2  5.7  2.1
75 338   0.6   6.4  2.31   0.0  5.5  3.4
75 339   5.5   8.7  0.60   0.7  8.6  3.1
75 340   3.3   9.6  2.97   0.3  6.3  2.9
75 341   1.3   7.7  1.29   0.0  6.0  2.5
75 342   1.3   7.5  2.32   0.0  5.1  2.0
75 343  -0.5   5.9  1.70   0.0  5.3  0.9
75 344   3.6   4.3  0.49   0.0  6.8  1.4
75 345   3.0   7.0  2.32   0.7  6.4  1.2
75 346   1.2   2.9  0.78   0.0  5.7  1.5
75 347  -4.3   4.4  3.65   2.3  3.7  2.3
75 348  -8.4   1.1  5.19   0.0  2.9  0.3
75 349 -10.4   0.6  4.73   0.0  2.5  0.2
75 350 -10.3  -2.0  3.74   0.0  2.6  0.6
75 351  -4.2   3.7  2.63   0.0  3.9  1.8
75 352  -9.6   0.0  4.20   0.0  2.6  0.5
75 353  -2.6   0.7  1.10   0.0  4.1  1.1
75 354  -1.9   4.4  1.37   0.9  5.0  0.5
75 355   2.2   5.9  1.55   0.2  6.8  2.2
75 356   3.8   5.7  0.59   0.0  7.4  2.7
75 357   4.1   6.2  0.90   0.0  7.1  3.2
75 358   2.1   5.1  0.77   0.3  6.0  4.0
75 359   0.2   6.8  0.56   4.2  5.8  2.8
75 360   0.5   7.8  1.33   3.3  5.7  2.6
75 361   4.7   6.9  0.64   0.0  7.2  3.6
75 362   3.5   6.6  0.36   0.0  6.7  3.5
75 363   3.1   4.1  0.66   0.0  6.3  3.4
75 364   1.9   4.4  1.34   0.0  5.6  4.0
75 365   2.4   6.4  1.17   0.2  5.8  6.5
!************************** End of WAG75.DAT ****************************!
